 Procedimentos hospitalares do SUS - por local de internação - Ceará
Valor médio intern por Município e Ano/mês atendimento
Período:Jan/2008-Mar/2021
"Município";"2007/Jan";"2007/Fev";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"230120 Aracoiaba";...;...;...;...;...;...;229,88;476,18;352,86;404,57;343,95;383,27;392,50;407,27;385,47;386,23;403,63;385,01;386,70;382,39;401,73;401,51;422,63;392,85;427,33;392,55;377,07;407,29;398,04;410,69;410,60;376,52;416,13;402,33;412,51;410,30;359,28;411,70;394,03;464,80;401,51;414,58;410,00;418,08;402,64;416,54;395,01;416,67;408,80;429,76;389,46;370,08;386,32;374,49;385,43;392,72;408,79;419,66;391,28;401,39;399,75;374,81;401,90;402,58;395,39;387,16;397,82;382,59;389,83;407,49;418,45;406,13;425,58;384,79;423,45;409,09;427,41;404,57;416,27;423,69;434,68;425,77;460,13;425,35;422,07;428,15;428,52;419,39;426,28;441,45;420,96;405,95;376,79;458,68;418,79;405,71;432,08;404,71;436,52;389,06;433,42;417,98;445,93;462,55;420,92;395,09;459,37;446,33;439,71;397,07;362,70;384,21;368,81;399,24;395,72;383,59;391,80;394,53;457,19;431,16;382,38;393,44;432,75;390,05;433,09;409,92;369,94;419,28;434,58;399,83;383,10;480,55;468,45;485,67;518,39;513,70;489,77;512,19;530,97;577,34;517,96;487,18;548,13;549,57;499,16;556,48;548,04;474,62;554,81;525,98;454,47;527,85;493,42;610,86;569,33;596,59;714,87;539,43;572,16;458,67;...;...;...;...;...;...;...;423,99
"230125 Ararendá";...;...;...;...;...;...;476,87;421,09;376,36;349,80;496,29;457,59;491,18;469,40;517,57;448,20;408,95;394,19;322,42;466,05;469,63;367,10;536,75;637,26;581,33;565,61;529,41;679,77;442,28;461,76;595,40;409,53;447,52;364,18;383,73;434,54;487,40;415,77;409,00;420,36;342,96;417,69;535,30;449,41;602,46;452,60;485,76;500,97;377,89;352,53;865,91;446,66;393,49;398,27;508,07;475,80;...;426,31;412,16;...;536,85;...;...;255,37;259,37;451,40;590,42;332,90;376,27;324,04;318,32;330,24;329,05;379,78;389,40;305,99;403,48;360,42;421,55;345,68;325,29;364,11;371,35;370,31;394,99;386,79;385,87;372,93;428,04;335,49;347,66;337,83;382,01;331,74;315,55;358,24;459,18;...;448,77;544,08;362,50;293,03;392,15;680,55;264,04;325,27;421,50;420,85;448,80;464,69;372,11;321,24;235,94;401,98;373,61;378,75;385,63;357,49;420,26;453,39;389,11;397,22;385,63;361,58;447,82;370,75;245,59;361,35;447,48;359,83;444,25;431,63;590,42;495,91;300,62;469,85;413,15;476,24;432,49;336,42;425,72;460,48;391,13;385,11;399,76;426,11;396,66;358,72;400,24;389,81;297,88;404,30;400,85;389,08;...;350,88;307,99;331,93;272,43;98,46;297,29;1042,83;81,30;52,22;343,64;...;...;407,12
"230130 Araripe";...;...;...;...;...;...;379,88;359,19;365,04;328,32;360,91;351,37;363,29;352,37;372,30;377,28;375,84;336,50;378,61;420,18;380,96;378,15;384,46;400,37;370,07;411,49;402,88;377,22;414,35;412,07;366,69;390,28;392,65;390,65;362,52;360,46;359,49;385,80;348,80;376,82;333,55;332,43;366,89;357,50;282,15;316,85;360,06;346,86;353,06;335,54;358,36;333,29;334,33;349,03;336,05;372,92;374,28;334,55;356,07;342,39;332,54;337,02;360,82;349,88;357,42;369,01;337,89;355,49;335,84;352,92;379,74;366,28;357,74;356,04;377,91;374,19;341,49;401,83;406,66;380,60;331,99;351,87;370,89;340,89;352,28;394,11;337,20;390,87;350,37;311,90;345,05;381,07;369,99;373,32;365,40;401,93;434,41;399,51;416,98;373,71;405,34;432,93;357,32;409,60;413,26;388,64;373,63;438,24;487,12;429,88;391,05;356,62;393,60;469,17;480,50;482,11;397,45;467,83;450,29;409,73;395,81;405,63;405,55;418,82;443,28;408,91;458,96;382,46;414,82;497,15;568,35;514,17;521,92;447,11;443,49;425,10;523,10;467,51;461,20;438,60;517,67;530,62;486,54;455,76;366,20;341,30;352,63;362,73;431,37;390,22;313,43;323,86;337,49;548,08;519,54;454,83;415,84;375,36;490,30;540,99;484,39;501,08;409,31;525,83;678,02;656,78;486,52;381,51
"230140 Aratuba";...;...;...;...;...;...;...;240,37;287,05;300,28;302,28;380,97;379,48;393,34;321,18;399,35;403,94;274,52;347,80;418,41;388,58;398,51;338,03;440,33;417,43;428,72;357,21;403,06;488,71;438,23;428,20;446,52;401,48;465,62;368,28;387,26;424,94;453,88;436,41;397,14;412,48;326,72;372,31;310,54;248,66;488,15;475,89;454,40;395,57;299,94;307,55;313,56;303,13;328,43;368,10;302,85;357,13;379,31;338,56;439,32;345,04;419,91;364,74;331,29;369,59;294,69;423,93;333,40;355,11;388,49;311,71;396,90;440,35;412,25;485,30;491,03;416,48;367,16;248,79;300,33;434,14;370,14;505,52;385,60;354,26;307,75;317,63;236,29;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;443,40;443,40;354,90;582,42;450,08;492,32;320,72;440,04;392,05;451,10;468,62;536,08;492,23;479,00;364,61;378,18;337,77;421,41;371,00;486,44;356,91;317,50;383,94;386,04;389,82;509,70;384,23;208,58;442,92;391,98;425,09;284,86;262,79;350,65;326,90;402,50;306,21;362,05;312,82;394,35;358,58;243,74;672,67;343,18;337,88;241,01;296,40;205,31;267,13;212,53;...;...;...;376,16
"230150 Arneiroz";...;...;...;...;...;...;353,25;334,94;343,91;350,39;380,77;347,77;361,59;306,43;350,73;404,39;378,64;382,30;462,70;...;344,55;398,67;342,61;415,39;444,72;479,99;372,69;350,58;421,44;330,39;343,03;332,62;318,06;314,61;307,36;297,72;296,40;333,34;209,71;256,95;250,74;264,99;323,36;354,76;373,85;311,73;326,82;361,85;248,32;391,37;336,52;324,10;283,86;403,89;405,59;307,84;291,27;258,69;384,12;306,87;277,42;336,32;326,16;391,29;337,82;319,44;373,74;354,14;323,06;267,45;350,70;372,86;384,93;408,87;327,65;370,98;348,64;308,40;530,21;343,12;330,74;394,34;310,37;288,95;308,52;362,80;341,47;297,60;318,91;368,80;324,89;300,27;280,78;283,11;332,19;411,71;357,04;494,75;404,26;398,11;434,44;402,81;365,91;582,42;427,76;221,73;321,41;...;...;...;...;...;...;...;...;...;250,68;218,68;189,15;186,06;267,63;443,40;...;186,06;...;582,42;174,45;582,42;292,50;324,90;865,91;316,85;318,39;370,30;266,24;325,31;463,21;301,13;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;343,30
"230160 Assaré";...;...;...;...;...;...;278,63;375,14;366,20;345,70;387,50;366,01;408,53;410,32;374,56;359,54;384,96;419,00;374,18;369,87;353,56;333,91;386,11;417,33;447,81;438,72;388,60;362,82;381,48;374,46;355,32;380,18;365,93;351,97;386,87;378,35;332,85;359,75;350,54;406,49;418,22;385,12;376,49;349,68;392,86;368,42;431,62;403,34;457,48;383,98;382,90;377,57;430,74;387,95;414,01;406,56;455,54;415,12;393,16;475,55;473,18;425,81;489,63;470,87;377,74;456,26;425,32;402,45;350,32;395,38;425,37;475,84;446,25;407,41;457,53;455,70;476,16;388,50;434,85;438,68;413,68;420,60;460,02;379,37;392,99;430,61;473,68;443,54;444,43;424,95;467,03;421,93;428,65;321,46;338,44;428,68;414,44;402,69;438,44;355,54;393,66;427,69;377,62;408,11;453,21;351,13;324,18;339,68;390,82;420,91;410,09;364,16;386,93;341,26;344,24;334,62;388,65;425,41;420,62;420,68;419,43;433,70;434,15;350,45;382,01;409,33;398,45;405,61;412,21;380,20;370,56;407,59;396,27;351,31;412,13;447,91;360,65;356,54;359,58;413,50;408,26;382,72;364,40;400,72;450,96;462,01;357,75;349,96;375,45;463,49;425,01;452,60;372,97;475,23;439,62;336,70;381,56;347,03;336,03;653,76;583,46;560,71;917,25;1292,93;745,92;707,98;...;406,11
"230170 Aurora";...;...;...;...;...;264,24;302,55;383,00;346,95;337,38;345,80;346,64;334,27;364,45;364,58;368,08;343,17;361,14;355,87;367,33;377,58;385,08;372,93;392,50;420,18;413,65;435,54;422,17;407,82;395,18;388,29;402,47;390,48;396,03;384,16;385,88;394,65;382,83;381,64;377,65;424,97;381,27;389,89;389,05;384,18;391,41;415,19;416,65;396,49;402,82;390,54;400,82;399,63;396,21;383,16;400,88;372,09;387,93;398,66;406,11;400,75;415,89;412,56;392,12;398,65;404,53;389,48;396,94;391,80;389,22;380,20;386,97;394,94;407,05;403,33;405,62;385,53;416,50;391,96;388,26;386,36;387,14;380,07;410,07;396,47;408,76;407,95;371,90;404,14;392,34;392,27;401,73;388,96;374,72;376,34;383,85;386,43;376,86;358,64;365,02;377,73;355,82;365,90;342,28;337,58;360,67;373,51;387,24;371,01;386,26;361,13;337,03;360,70;335,32;341,19;346,48;328,94;364,93;392,79;387,31;385,36;364,57;364,55;366,60;361,95;357,02;372,85;371,44;392,75;384,80;389,44;414,65;413,73;396,51;399,69;448,87;465,08;406,85;372,53;361,62;403,00;418,72;445,70;446,10;445,17;423,16;408,65;462,25;424,79;450,32;413,80;423,67;417,09;417,38;454,86;498,25;519,04;491,37;501,65;471,82;500,04;548,26;562,34;592,96;526,94;573,88;637,89;398,05
"230180 Baixio";...;...;...;...;...;...;436,74;424,67;346,65;349,55;342,05;358,82;346,65;367,09;318,86;328,08;321,09;331,18;367,26;402,44;334,34;377,90;390,48;387,58;368,57;351,43;394,17;355,39;316,28;338,67;357,91;360,16;309,66;373,27;338,34;376,64;398,58;408,85;416,03;...;272,66;345,09;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;263,25;432,60;324,90;296,67;427,22;307,49;401,53;363,33;366,60;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;179,96;496,33;204,50;...;279,22;370,61;389,85;429,71;307,82;407,81;398,28;358,56;257,39;517,28;...;...;250,15;...;563,92;204,50;790,08;634,70;519,67;343,86;592,65;245,86;440,70;321,68;595,34;497,07;...;...;...;...;...;...;...;...;...;...;...;...;...;...;362,00
"230185 Banabuiú";...;...;...;...;...;554,69;231,50;272,33;361,64;372,73;380,25;409,79;402,32;390,59;385,01;373,08;425,46;454,43;431,57;425,29;425,81;425,26;445,40;461,78;415,94;405,27;457,40;441,95;450,16;528,99;416,19;422,31;419,24;462,15;402,37;452,75;399,40;408,94;447,98;449,87;370,45;424,32;451,98;433,93;407,07;421,92;425,05;461,15;403,81;419,74;438,57;418,70;393,14;407,86;453,98;390,05;432,81;452,01;384,63;385,72;330,04;469,89;354,72;358,24;317,19;368,27;451,87;406,85;469,44;478,57;356,63;491,33;397,79;406,03;446,46;477,84;427,64;447,15;384,41;368,66;398,25;408,90;447,40;353,52;409,62;451,40;451,40;458,35;324,62;449,05;369,10;457,05;369,10;393,80;411,71;388,01;406,58;392,44;466,15;431,51;449,60;424,67;448,46;417,46;488,03;451,40;326,56;411,23;451,40;348,84;326,56;320,90;450,15;304,73;451,40;313,49;301,13;510,94;409,45;440,99;443,44;422,95;369,10;326,97;429,30;417,33;381,13;428,43;361,27;340,14;364,09;452,64;351,04;503,72;452,10;380,15;394,10;414,06;358,48;394,98;456,67;350,73;437,85;443,26;488,58;426,71;319,01;413,05;460,17;393,92;389,95;355,33;414,61;360,08;423,74;346,76;394,02;377,59;395,09;396,81;486,82;400,85;525,65;433,08;484,25;644,44;652,06;416,43
"230190 Barbalha";...;...;706,89;826,54;971,66;834,63;1036,16;873,51;1034,85;1142,91;1018,69;1139,93;984,04;1060,48;1091,12;1121,39;1181,36;1275,58;1326,23;1271,55;1371,25;1375,52;1344,80;1299,77;1200,30;1372,98;1239,68;1318,53;1388,80;1367,62;1249,72;1342,02;1294,15;1414,48;1326,10;1312,41;1263,04;1288,85;1309,57;1221,91;1274,81;1302,30;1283,60;1275,41;1359,87;1328,78;1332,82;1255,92;1360,50;1293,17;1410,00;1297,76;1465,06;1439,17;1322,90;1339,88;1355,68;1220,93;1364,87;1333,22;1325,02;1391,69;1320,12;1398,39;1228,40;1220,45;1295,61;1270,19;1347,78;1290,88;1505,23;1300,00;1408,58;1387,95;1431,85;1381,34;1439,44;1488,55;1287,94;1201,35;1315,66;1340,39;1313,92;1412,92;1379,95;1427,23;1589,59;1501,20;1437,14;1556,58;1644,11;1337,42;1473,78;1823,85;1617,16;1661,14;1465,06;1496,82;1600,40;1475,61;1526,64;1698,41;1532,79;1430,83;1596,02;1292,11;1609,21;1453,09;1630,07;1604,76;1576,88;1537,39;1449,26;1496,09;1611,32;1468,43;1447,21;1501,79;1607,01;1567,42;1660,52;1724,29;1500,24;1775,10;1608,85;1637,20;1625,00;1776,71;1634,64;1716,48;1658,88;1837,79;1653,15;1568,89;1735,53;1684,18;1601,65;1828,69;1664,70;1793,80;1698,39;1683,39;1917,50;1683,91;1774,86;1747,53;1759,69;1643,38;1654,21;1800,66;1824,90;1752,53;1953,61;1816,46;1873,65;2032,84;2312,70;2142,77;2467,93;1973,58;1624,38;1869,32;1818,64;1586,74;1345,19;...;...;1477,72
"230195 Barreira";...;...;...;...;261,60;360,77;291,88;265,96;326,21;309,06;302,85;320,99;337,52;334,56;295,30;236,21;344,31;305,97;256,83;289,30;363,34;289,60;367,20;311,16;384,78;376,27;413,38;276,07;376,63;232,83;469,13;376,60;331,97;286,27;298,19;378,27;297,33;360,45;324,29;296,55;278,62;311,14;277,71;260,60;306,17;375,85;318,13;299,44;306,72;311,89;332,38;480,17;445,91;309,70;183,84;267,06;254,14;321,01;299,74;301,18;356,25;263,09;265,73;360,92;313,79;288,47;346,80;280,44;582,42;508,66;402,04;305,02;378,32;392,15;400,53;317,32;441,74;331,54;414,02;499,40;512,91;487,93;407,31;316,86;442,90;369,83;411,71;451,41;324,90;286,32;326,77;214,26;330,47;326,71;389,05;371,44;384,60;339,06;251,95;377,63;250,98;443,40;364,68;321,59;342,72;369,05;322,20;396,08;432,95;400,95;342,59;352,34;445,25;426,17;373,06;603,57;346,60;483,60;382,33;251,36;364,29;358,22;282,12;274,83;385,33;...;491,92;317,34;407,90;275,24;278,29;414,35;438,51;447,74;369,18;360,68;446,92;453,80;377,82;377,38;267,63;442,25;340,84;307,69;468,61;431,52;430,76;406,98;317,96;396,73;320,77;265,01;542,78;428,20;317,34;476,86;1282,71;845,29;646,67;316,80;317,80;332,19;374,35;125,22;296,67;711,82;1500,00;385,61
"230200 Barro";...;...;...;...;...;...;...;380,35;364,22;348,66;325,72;373,45;370,18;401,56;375,96;427,89;391,82;391,64;376,45;404,98;408,03;432,71;366,49;396,65;381,19;411,14;415,46;386,79;432,00;429,59;416,67;395,94;382,96;376,43;351,60;392,34;390,75;403,71;352,40;320,37;372,67;385,26;391,61;366,99;378,59;377,03;412,27;496,94;422,04;415,97;372,60;372,76;397,45;381,19;398,17;375,78;411,35;395,80;387,54;431,21;377,22;330,96;352,50;354,00;357,74;422,53;389,91;375,75;382,83;343,54;346,07;396,41;414,40;404,66;411,06;351,21;367,62;388,53;315,83;363,93;344,93;393,11;456,66;317,44;373,32;351,81;358,52;388,04;341,72;322,19;371,34;358,19;352,42;337,22;375,20;382,88;359,28;369,87;356,77;313,76;331,97;330,08;329,12;341,17;305,67;341,66;329,50;320,91;409,02;374,94;340,74;352,98;344,49;351,69;412,55;310,69;278,63;360,66;420,33;431,10;412,39;333,80;440,57;414,26;361,21;383,11;296,69;397,05;410,51;435,34;343,75;385,13;310,68;368,02;339,14;362,69;405,41;415,04;409,71;387,35;336,81;404,09;301,89;395,23;447,82;375,91;431,88;397,21;526,28;420,70;332,15;310,43;341,11;330,97;293,70;558,80;561,67;558,62;972,85;478,63;772,72;917,83;437,13;577,22;624,69;1270,61;609,68;383,44
"230210 Baturité";...;...;737,39;448,24;419,78;495,13;473,89;527,71;298,92;479,41;463,80;479,04;460,99;469,00;482,37;452,09;452,30;509,23;536,94;562,65;530,82;520,05;529,26;505,89;572,55;527,85;517,16;511,20;510,51;511,11;510,89;521,12;515,57;408,38;435,44;521,96;536,34;522,90;528,71;488,34;508,18;512,25;512,55;488,43;516,24;488,70;490,74;509,83;458,32;479,42;443,47;480,97;481,52;510,04;451,15;479,46;436,68;416,62;428,95;510,58;498,43;501,23;435,15;427,51;462,49;432,85;431,04;419,75;407,64;438,82;517,02;454,65;453,85;477,77;533,50;483,58;499,60;518,81;531,99;508,49;477,86;491,94;462,45;512,82;513,26;502,20;503,69;501,07;504,72;505,69;523,34;542,08;515,83;511,09;458,66;471,36;485,84;474,37;485,03;466,17;487,22;482,97;445,98;470,58;445,63;448,34;482,37;486,24;471,01;471,87;454,42;500,58;470,28;453,94;476,85;485,62;470,14;477,20;489,92;506,72;483,21;495,78;488,67;516,33;478,01;480,65;494,02;485,54;490,48;482,10;490,41;491,42;487,53;493,91;472,40;499,06;506,88;494,25;423,97;482,08;471,24;479,04;484,52;479,31;471,69;511,61;503,73;488,77;463,64;462,16;458,85;468,65;478,76;469,40;483,57;523,49;532,62;587,49;555,42;539,63;517,80;514,25;530,45;495,55;502,27;511,60;644,83;489,46
"230220 Beberibe";...;...;...;171,07;...;246,67;253,59;374,74;385,93;382,64;384,84;341,85;387,29;400,32;397,93;387,43;369,53;351,36;382,04;422,70;432,16;422,97;417,00;404,29;398,62;403,33;422,24;424,57;467,47;454,72;410,16;494,72;437,95;390,97;423,84;418,33;427,60;395,82;423,14;413,97;423,23;360,08;437,81;425,75;427,77;430,50;443,04;446,14;437,50;451,57;406,35;469,17;431,43;445,67;480,41;431,36;459,18;450,46;475,83;469,91;464,34;382,65;357,81;413,23;414,79;450,35;460,89;438,04;426,39;417,44;422,44;427,37;447,29;466,92;451,50;420,75;463,97;436,18;402,71;399,28;400,51;383,41;429,42;396,11;384,55;402,54;399,23;422,73;403,86;424,55;435,73;421,45;448,30;447,38;461,69;445,38;432,24;440,59;419,46;448,06;427,61;410,87;451,57;399,15;436,88;420,18;432,30;440,06;462,57;470,90;469,72;438,61;444,83;484,19;422,43;408,46;434,50;439,35;484,12;460,70;412,30;424,02;460,54;398,28;397,71;433,22;451,86;...;934,58;393,32;368,43;476,46;430,03;376,82;402,75;452,74;445,06;428,54;421,23;438,03;427,16;425,23;438,10;488,81;473,92;505,80;588,74;542,51;484,53;538,60;624,21;525,13;638,83;637,44;602,92;833,27;1145,35;896,38;847,86;782,23;992,32;707,07;661,36;640,30;603,21;691,22;...;439,94
"230230 Bela Cruz";...;...;...;...;...;177,20;...;454,79;367,35;397,24;392,67;401,72;450,18;484,92;385,93;403,79;405,32;386,05;416,34;404,42;429,05;437,97;467,28;492,96;474,19;436,42;433,78;449,54;447,26;501,15;379,94;399,40;382,75;441,64;431,44;448,87;462,40;443,36;432,39;492,37;477,04;452,01;472,59;449,15;423,77;420,54;443,53;475,81;448,73;418,48;464,29;465,93;463,98;456,48;526,38;489,16;500,90;554,47;483,21;491,60;478,40;395,14;513,12;397,12;422,43;452,25;411,93;364,62;440,55;417,05;448,31;482,78;492,83;387,70;421,90;418,49;463,55;434,33;434,91;450,06;422,93;404,44;398,74;440,27;390,58;442,19;457,99;428,63;452,16;424,57;418,61;401,23;463,86;433,62;369,82;402,91;375,55;474,70;400,35;400,12;412,57;474,92;465,13;482,46;464,90;391,32;405,89;416,77;483,66;420,90;411,16;421,38;444,23;440,24;...;...;415,43;427,24;428,81;416,46;412,80;434,91;397,95;455,57;417,91;382,39;422,45;426,96;397,49;393,07;387,30;409,65;445,95;387,28;419,81;412,52;426,26;400,51;451,52;443,03;386,42;460,30;464,44;454,14;479,47;367,02;418,54;413,69;374,65;462,12;543,95;532,78;448,36;478,01;522,19;479,27;455,86;540,81;572,75;570,34;492,08;429,27;450,17;436,93;500,20;736,36;1115,43;445,99
"230240 Boa Viagem";...;...;...;...;...;641,91;638,91;614,84;472,14;440,66;431,62;458,42;442,28;460,00;451,66;465,99;435,54;427,84;397,94;443,85;422,94;403,76;410,07;440,88;428,40;422,53;399,35;418,69;401,66;401,11;422,09;409,68;420,56;388,69;399,12;449,05;436,24;398,58;412,22;401,02;434,63;402,15;419,72;393,81;382,87;396,02;396,22;404,57;402,16;400,83;426,25;426,92;367,02;380,62;421,27;407,07;422,42;420,08;411,43;419,12;408,23;445,86;420,54;411,30;422,51;419,63;420,29;409,19;427,48;418,33;406,64;412,95;450,24;419,35;429,82;428,69;425,47;438,80;425,78;445,27;419,17;424,98;462,65;452,23;439,87;454,00;414,95;413,94;407,34;401,37;391,15;416,47;391,87;408,49;414,88;443,48;396,62;434,00;422,41;421,38;408,90;418,07;425,84;419,68;454,75;406,68;408,80;403,62;402,09;393,78;348,76;382,94;444,52;382,31;433,62;344,94;385,53;448,32;421,57;438,13;378,14;429,36;377,44;428,83;466,18;441,81;452,59;387,28;431,90;473,94;434,36;433,05;484,71;461,25;459,86;472,43;450,49;456,31;400,43;417,92;401,74;424,94;429,60;404,74;378,87;408,29;453,71;393,36;406,85;414,63;433,38;444,67;383,50;340,64;410,16;458,75;621,25;573,16;595,79;655,17;690,06;687,44;539,56;503,61;524,71;705,73;875,33;428,27
"230250 Brejo Santo";...;...;...;...;446,50;369,84;319,58;381,71;401,87;394,32;399,27;406,60;409,24;402,99;470,25;501,46;496,46;504,01;521,28;570,29;561,93;557,79;529,48;605,51;585,23;550,40;540,71;571,05;562,27;582,97;555,05;557,63;559,35;568,99;534,24;549,86;573,75;553,22;591,56;551,99;559,83;577,84;569,05;600,47;554,41;521,85;567,18;564,24;581,00;613,64;609,81;560,41;569,73;592,51;567,84;523,22;513,23;614,98;524,24;548,44;549,52;648,02;580,68;585,46;552,02;554,68;577,61;555,29;573,13;588,85;598,90;527,45;587,43;618,77;614,55;568,05;545,04;531,83;633,20;571,50;568,13;539,45;531,29;548,15;585,50;574,36;574,56;538,37;517,93;588,49;577,53;611,30;594,35;611,06;613,53;524,35;554,90;558,27;579,84;622,12;543,47;579,57;556,29;578,87;575,77;543,08;571,34;617,31;579,36;575,01;559,01;598,62;580,14;577,74;590,39;581,81;612,38;557,75;622,62;566,79;569,52;590,29;643,89;599,35;630,51;628,17;680,03;642,26;571,37;598,04;635,26;649,17;584,31;617,66;583,81;667,65;566,99;663,80;629,79;642,77;586,80;551,33;636,34;566,53;587,44;596,46;572,87;618,89;557,91;616,41;564,56;585,78;584,94;568,22;615,74;580,65;1040,83;1504,91;1833,51;1519,38;1194,93;820,26;1207,09;1259,34;1129,92;833,92;975,90;600,50
"230260 Camocim";...;...;...;...;...;...;368,48;373,65;336,28;340,15;370,77;346,48;327,06;372,70;407,01;366,68;364,90;362,58;404,41;395,45;403,39;404,01;442,71;434,94;407,63;392,60;404,25;428,07;403,18;415,87;397,83;396,09;416,46;389,11;407,99;389,85;400,47;404,84;420,21;385,93;417,79;405,18;419,70;437,16;394,74;428,89;433,01;430,20;438,66;446,69;417,67;422,60;405,73;427,42;411,49;413,38;409,49;428,10;413,24;427,01;416,77;416,83;437,17;433,24;408,44;425,51;430,58;437,85;397,35;428,79;444,14;439,98;435,38;424,57;437,54;445,72;450,99;385,10;406,32;436,97;462,75;436,06;436,99;421,98;423,79;427,23;443,06;438,13;419,44;439,65;431,94;435,78;417,22;444,82;399,04;437,79;425,41;422,85;433,84;416,45;461,61;416,05;430,75;421,31;424,79;426,94;440,28;438,29;438,49;429,90;450,81;435,96;423,58;438,55;436,44;418,88;410,51;428,40;435,80;406,64;429,58;415,07;400,67;409,53;408,07;397,73;405,00;406,17;399,11;399,06;409,29;409,29;402,50;412,96;440,83;440,43;427,68;412,92;450,81;430,49;426,22;451,53;432,62;457,94;446,75;426,11;453,24;452,06;432,42;443,64;451,29;466,54;447,91;423,28;436,61;470,48;445,04;563,24;514,85;486,68;507,24;457,91;430,59;457,86;446,60;487,71;601,57;425,47
"230270 Campos Sales";...;...;...;436,74;242,75;442,54;434,89;409,30;402,20;353,63;412,67;400,85;379,22;421,96;421,92;398,20;411,02;416,04;423,07;444,12;438,11;430,10;487,81;488,77;489,53;450,40;436,55;413,50;432,09;394,92;370,75;367,37;368,93;380,99;429,42;450,41;442,48;420,81;431,34;423,71;426,86;431,33;393,86;391,74;403,65;428,21;391,54;386,90;368,03;390,82;405,08;323,27;360,65;368,73;381,78;388,88;366,20;374,76;394,21;398,86;372,18;379,46;350,47;402,78;406,28;397,14;363,51;347,92;332,71;367,02;393,84;398,99;424,75;377,71;398,89;388,36;423,92;388,27;422,56;373,19;386,95;325,79;341,79;403,55;398,40;397,23;371,34;341,63;374,10;388,45;412,50;407,37;432,29;392,15;468,63;466,51;461,73;465,05;473,04;465,86;373,88;258,85;394,30;337,83;468,18;415,32;426,42;424,22;412,46;492,37;426,94;437,44;415,26;377,06;376,53;388,13;380,20;444,67;477,54;456,12;444,66;386,48;413,09;417,94;379,39;405,75;403,38;394,57;404,89;410,61;451,48;489,80;540,90;483,18;409,69;415,09;454,16;516,20;423,12;453,17;487,06;544,82;495,26;557,25;560,78;566,06;513,88;475,90;524,98;484,37;533,92;442,05;473,02;498,55;442,84;645,47;632,75;800,30;765,04;692,58;504,28;511,24;570,32;588,75;572,15;763,86;...;428,74
