 Procedimentos hospitalares do SUS - por local de internação - Ceará
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Mar/2021
"Município";"2000/Fev";"2000/Nov";"2003/Jan";"2005/Fev";"2007/Jan";"2007/Fev";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"230500 Guaraciaba do Norte";-;-;-;-;-;-;-;408,09;-;-;554,69;9154,50;42672,00;51465,17;55898,45;53473,13;50080,46;49905,46;53368,54;42992,00;52215,13;44795,84;37480,96;37346,68;45907,43;45489,18;63538,84;76298,50;62316,64;40339,51;46531,98;42322,12;48793,39;38146,89;35285,63;28815,41;41308,12;31159,38;42624,33;49590,52;44095,22;39844,13;39085,00;40960,50;47516,94;45918,90;41003,34;29780,30;50798,13;40543,19;50555,88;55755,10;34145,63;27032,59;24500,57;23827,27;32996,63;46364,22;47819,29;25199,89;32391,80;23831,69;49466,38;35220,02;42983,97;32657,31;14571,29;16589,31;21898,47;19579,41;28484,64;23464,55;35328,22;35400,54;55628,63;64697,41;37678,32;43408,97;45216,14;27624,77;30366,88;27268,23;26375,85;27821,91;31488,10;32203,08;31233,45;23815,28;32677,52;14195,43;33059,56;31202,31;33541,31;27618,61;25972,04;19607,51;16102,33;23877,26;35471,14;34112,85;32660,74;31184,15;30209,31;23374,96;27514,78;27494,39;18361,67;20397,91;23233,42;15935,25;22014,06;16580,40;16667,04;8493,23;13898,93;9379,07;12445,40;5148,24;9860,91;7579,32;19917,88;25940,52;31180,67;20261,41;30420,49;28309,70;22647,87;23025,80;23361,80;36949,63;22115,60;16532,28;36530,18;27496,75;40388,18;48195,21;48529,14;36541,86;42388,48;39610,15;38995,16;43522,83;40805,25;30154,45;40940,58;43337,32;42320,82;42014,21;46728,12;43686,93;44057,33;32079,69;38269,82;44214,05;42584,27;29827,28;37383,92;33930,39;21832,54;26991,66;15933,70;13164,60;16557,47;36462,31;23644,56;12560,70;15006,69;17120,76;27625,74;25815,25;44353,70;5356853,06
"230510 Guaramiranga";-;-;-;-;-;-;-;-;-;-;-;-;590,72;1293,27;850,05;-;846,18;554,69;1365,34;172,42;608,31;991,43;47,27;479,19;1112,16;2068,80;3080,85;3046,79;2820,89;7365,14;3023,96;5226,95;5776,13;6640,65;2022,31;1676,03;1470,10;3613,53;3694,24;1376,61;3945,47;3430,08;3604,28;3361,93;4477,95;3953,65;3701,71;638,42;3263,68;7567,36;6908,56;9640,61;6970,45;5613,59;4077,45;3010,36;-;-;-;-;1683,28;4592,08;5238,23;2047,76;4302,93;2358,58;1625,52;510,96;-;-;-;292,62;1354,51;2430,95;907,32;139,42;1929,70;1013,86;348,90;1209,42;1246,69;1345,88;2312,63;479,19;2207,59;1761,07;2765,23;1748,03;657,52;582,42;497,12;1609,60;1437,57;804,09;1778,39;204,50;1357,05;582,33;582,42;1335,98;1457,46;1457,46;875,04;1451,15;582,42;2301,13;-;-;1093,72;1709,37;1737,29;865,91;1809,13;1345,10;582,42;2216,81;1164,84;875,04;186,06;1266,11;1215,03;786,92;1164,84;1129,38;699,46;1162,67;875,04;1158,53;875,03;1235,84;-;1061,10;865,91;1199,76;1448,33;764,99;771,81;1167,66;1439,14;653,42;2209,33;1737,55;1479,99;1750,08;722,19;1167,66;2110,08;3455,28;2039,88;1773,23;1111,82;2029,05;736,02;-;321,68;1057,61;1428,84;1250,84;1150,54;287,76;292,62;563,00;-;-;-;-;-;-;-;-;-;264587,27
"230520 Hidrolândia";-;-;-;-;-;-;-;458,09;578,69;831,18;1791,62;3767,87;14205,40;13442,05;10276,30;11608,94;13941,21;13545,02;7537,40;13298,61;15193,03;10376,41;7425,52;13214,76;10186,83;7312,29;17998,37;16637,74;14764,58;7928,87;12252,21;11773,05;14105,78;13948,27;10832,85;12159,77;13670,03;18303,05;15979,21;17044,72;13796,95;9621,17;9930,96;10816,89;15036,22;9655,79;10951,45;7728,26;14473,61;10279,60;12919,50;12310,03;15807,98;13061,14;9412,27;5833,67;12782,84;7002,32;14824,58;7994,29;9154,67;11733,96;8710,14;8584,76;10365,51;11195,58;14356,73;9540,38;7826,03;5191,36;9118,20;6718,21;5566,07;9421,82;8031,46;12573,46;9985,90;9001,30;7775,89;9199,16;6769,60;4780,27;6282,73;5107,47;12881,13;6803,72;11680,69;7206,68;11957,87;12314,34;9017,16;8992,52;5865,25;13947,41;8582,48;7206,74;7874,92;5061,30;9712,96;19229,12;28199,86;19935,74;15317,38;15066,22;12444,74;6961,23;6740,72;8542,89;10038,72;12943,09;13576,33;10292,23;16699,97;13686,01;9386,90;11737,17;8930,22;8137,07;4874,82;5942,95;4465,45;14286,56;15280,43;16599,33;13826,53;13033,87;10819,51;7527,63;10561,56;7269,59;7582,54;4915,04;8590,53;5948,15;7828,20;16082,19;13483,32;15946,70;6857,49;8490,96;14503,24;14780,79;14129,19;11400,68;20513,60;15932,10;18586,31;19547,13;21705,34;23497,66;14543,57;20976,45;17168,55;17281,64;24271,13;20046,61;14081,73;22128,76;13108,16;10376,65;14790,73;12784,94;13597,48;16216,62;22547,99;22124,02;19290,29;15668,31;16752,60;6241,97;-;1913398,27
"230523 Horizonte";-;-;-;-;-;-;-;-;-;798,67;17210,44;33232,41;43881,93;40072,65;46020,09;54354,32;56321,44;48638,76;55794,51;38817,12;57361,21;40229,67;46304,00;53420,67;57557,14;46540,79;70813,10;70022,19;64595,75;45959,91;44579,25;59344,87;50615,14;49101,02;50183,42;54536,84;57686,88;41562,68;46738,27;44577,41;53050,10;42282,63;42633,28;42716,76;47246,68;47857,46;39402,09;35159,50;51641,78;54184,08;64071,53;59354,82;63093,07;48659,17;40719,71;46186,59;43121,48;42773,49;53834,93;45244,66;46650,79;47451,87;45678,69;47992,67;44585,13;45172,22;44797,31;42415,16;44409,82;45178,04;49512,04;29297,55;39792,61;46287,21;55035,43;58510,47;56143,06;42534,39;43945,19;38859,50;44575,89;41557,69;45436,22;47349,03;28778,20;40897,73;40239,13;36233,06;50626,92;43343,32;43232,46;54020,90;63739,04;36782,46;44164,97;17392,37;63133,84;62596,65;65582,30;88151,47;73878,58;78093,20;58835,33;78964,40;79480,88;67734,76;57696,17;63447,37;64004,87;75155,88;80818,11;70934,57;83486,46;67176,27;71889,94;68735,30;67704,72;66159,49;64716,28;64591,47;75130,94;72685,85;83577,84;74987,78;83033,20;72868,41;58335,15;68295,62;63888,84;64235,45;66765,03;58563,51;62227,22;58644,24;70083,11;81049,13;79009,79;64680,06;62841,25;75418,54;69985,75;76464,82;85743,38;69304,23;68476,82;60750,86;75956,02;70297,91;77995,07;72698,18;81634,96;100065,00;86668,02;85490,73;76544,98;74622,21;68619,78;60615,58;57784,12;63002,32;78223,25;87810,20;79239,86;76438,10;79789,69;73900,78;54649,68;47459,19;46581,51;50390,45;65331,75;9344549,37
"230526 Ibaretama";-;-;-;-;-;-;-;-;-;-;-;208,27;2908,30;3443,02;3123,66;-;2341,18;4499,16;5828,03;1843,96;-;1219,42;1410,20;926,80;3069,54;4009,04;8862,94;6836,73;4716,78;7576,84;10606,61;10208,69;5726,60;6888,99;8430,45;4913,00;3666,12;4389,34;4545,62;2392,00;5976,16;4598,30;9697,04;2966,54;4069,93;11443,50;5076,10;3217,18;5613,44;4319,81;10705,95;8682,68;4137,82;3224,37;1065,82;1714,06;784,30;3055,48;3777,88;4782,72;5347,40;8319,90;3418,10;3865,94;3353,88;4055,78;1452,16;4141,16;5398,76;2390,32;-;-;4835,29;2139,54;1428,56;2794,26;812,52;1999,51;3760,95;1886,29;1561,74;1016,18;5946,36;1965,60;1307,70;2847,41;832,30;2114,13;2863,05;1263,49;1596,39;1891,91;5145,92;3577,13;3355,03;292,62;582,42;1350,68;3973,56;4867,41;2223,68;3258,11;1194,48;979,26;292,62;332,90;1374,44;-;695,90;-;865,91;1721,25;2514,21;300,62;873,91;590,42;2320,01;1041,82;-;-;1183,09;3019,06;8825,97;3224,16;1175,66;2191,74;2052,43;1294,86;2032,99;1636,61;699,79;593,24;2493,06;1933,21;601,24;1874,46;7550,96;4982,59;2747,78;6027,06;2849,94;2325,07;1919,68;978,32;1517,04;360,80;5489,19;2020,14;5977,71;4219,95;5732,81;1863,42;3349,03;1820,74;4168,82;2627,71;1746,83;-;3809,02;3252,20;1317,32;1821,08;292,62;2377,81;1057,61;977,49;182,57;590,42;-;-;-;474616,56
"230530 Ibiapina";-;-;-;-;-;-;-;-;-;1910,73;1970,17;6991,00;13313,81;13069,41;37034,61;41065,89;44687,75;31574,66;44416,96;38256,64;30995,88;21115,31;23758,85;22469,31;35024,53;40167,25;54032,94;52322,42;45509,14;40205,62;48622,54;60575,24;53318,09;41347,38;34766,02;26008,67;43500,12;33695,33;41300,32;25024,56;55948,60;40805,76;43495,07;51119,60;54356,66;38281,04;53874,31;48741,54;31381,80;37093,09;47222,80;44981,05;35546,40;50503,26;47690,34;58792,80;33023,37;32807,52;23517,22;21383,34;41029,48;39375,91;34228,39;39684,00;47400,23;38881,95;34622,68;31948,16;39088,28;18647,42;15183,93;5752,92;29522,97;28964,20;30338,29;35347,31;36882,58;26738,14;27386,31;25953,41;22744,39;24510,57;15841,17;16124,31;22165,45;31895,48;39159,09;37899,95;45982,61;36017,20;32664,01;31246,00;36138,96;35591,38;33569,51;27633,56;37653,44;28329,25;38366,56;44694,63;29069,37;26093,44;29212,72;22382,46;30268,91;17647,91;23777,89;12244,95;18507,49;18611,96;17593,34;18013,83;13158,48;17753,00;14910,81;12162,56;8415,59;10162,93;7996,68;9124,72;16191,83;17837,59;21537,57;24281,40;14117,01;15604,00;18536,06;19598,68;19401,40;17481,79;15869,21;12141,73;19729,24;17779,81;26380,97;27308,12;23427,39;24985,89;23160,46;27948,89;28544,06;25034,38;21749,59;23484,73;23490,09;18114,59;28590,17;29643,44;22713,31;19822,06;19274,72;22091,64;21171,68;20776,25;22287,32;17722,98;16724,86;18437,05;17937,32;7442,85;12718,11;18904,56;28592,36;31196,67;21854,05;22817,76;15138,47;13641,70;17868,77;24568,80;40061,98;4596665,20
"230535 Icapuí";-;-;-;-;-;-;-;-;-;-;-;-;9235,33;8471,67;6967,33;9267,02;12923,03;11885,29;8739,99;5953,56;9005,26;6818,39;2550,18;5619,14;7850,05;8361,00;5514,31;3707,46;7392,19;7327,72;6919,55;8628,80;1507,09;7574,19;7065,67;5225,81;9551,99;8167,31;1756,54;5345,10;3715,69;4654,12;7134,15;7006,44;4189,14;4346,91;3574,57;6210,21;1906,50;4341,41;4914,00;6151,22;4140,33;2193,48;1815,56;2046,65;875,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;268546,39
"230540 Icó";-;-;-;-;-;-;-;31343,06;-;189,35;19573,02;25214,27;111797,10;168547,50;192379,71;156633,66;126701,72;119577,75;150061,53;144751,18;144920,55;91966,55;105552,46;112858,85;133890,16;123126,49;132229,67;151151,99;132492,76;112576,31;142451,69;136123,12;143216,29;148139,26;128118,96;122551,35;105548,99;93643,10;125139,23;141921,05;138111,47;129940,05;136156,66;130822,68;104333,57;96271,38;136127,53;125509,41;133376,37;116155,26;133457,36;128684,05;136087,00;109937,31;111827,84;150464,22;134671,95;96906,11;145016,22;129392,74;128737,77;112412,72;142429,81;146706,58;148680,70;134950,67;127592,50;130751,26;117632,37;106565,51;100705,16;74738,80;57316,93;69187,06;86889,41;107707,04;126127,33;103249,47;117164,50;79814,45;113877,85;112193,57;107402,11;90094,59;104201,72;103249,46;119545,53;135285,81;132175,97;135304,04;133134,99;129616,52;138241,74;125823,13;111288,14;101037,60;110810,90;111611,69;130492,34;127454,95;133436,79;109130,58;124143,29;102735,43;104797,58;94931,46;94888,84;92058,18;107554,20;121308,21;119119,54;96714,83;107513,07;86688,25;95872,73;99101,43;87494,29;86139,10;65243,23;54528,06;107436,07;102864,05;169687,27;137447,92;149166,30;139085,53;149750,54;132572,20;138009,22;143375,97;135466,21;108283,67;95093,42;93227,61;117280,29;124016,75;131162,69;116558,06;95261,53;115650,81;117391,15;112513,53;109803,72;94806,10;109874,13;116525,10;133307,57;128784,10;108919,16;108994,23;101505,97;123230,54;140471,50;108580,87;136194,91;121254,87;118025,75;112143,59;121162,32;88577,43;108250,83;175400,25;391865,69;438099,32;403942,18;379665,88;138459,80;168302,57;408781,50;360978,82;355364,27;21015813,40
"230550 Iguatu";-;-;-;-;-;-;-;17842,04;16563,91;13596,97;17577,59;44767,03;243654,43;232387,37;293304,78;318343,12;290856,92;284967,14;291645,26;295344,31;279183,43;256145,44;282620,30;279155,31;307759,89;341683,16;425435,92;440308,83;431885,31;345184,72;373088,21;354626,83;365195,30;388662,01;341610,69;362480,63;385910,47;329441,98;424957,82;382644,98;414167,51;362370,31;329116,97;365719,13;371117,18;308537,38;349056,84;343604,97;397149,80;413936,75;469089,44;402588,49;408173,09;358852,63;314607,60;348751,55;322620,73;329419,40;340698,04;302162,11;329856,03;322659,23;402986,79;381033,76;397104,92;323415,96;273506,82;300240,82;272564,54;272434,11;263243,64;238613,44;245295,78;264839,87;282243,75;365610,12;379561,01;311175,44;312675,30;309144,88;285074,88;258546,06;323174,29;361215,21;366752,19;328693,17;372109,23;386310,08;385668,54;341807,05;314466,86;268596,08;230290,71;214866,96;225409,08;185656,29;318480,47;278161,06;348890,43;373454,04;394014,05;371259,36;315084,05;316315,16;292355,18;231194,10;214388,20;250465,31;278971,15;281882,92;329915,63;300314,66;276999,43;245127,43;247874,04;270318,53;266521,50;241689,10;220938,78;203522,36;252836,85;274361,61;381984,07;309119,43;336058,53;339713,53;319287,27;452565,42;334208,47;424398,33;339979,39;368993,00;397227,57;278944,06;355692,82;365803,04;362300,84;313166,93;382026,74;343383,02;393072,34;353187,77;320603,64;293561,37;281729,69;301270,24;308379,47;294432,98;343261,41;322823,04;275258,78;265476,49;226255,96;225118,29;196666,41;208831,07;219529,72;250847,14;251726,17;188113,99;168099,19;212977,44;234378,18;190845,21;216487,18;241524,64;231231,64;195117,24;229680,15;170545,30;-;49218634,91
"230560 Independência";-;-;-;-;-;-;-;-;-;-;-;1058,32;18417,45;20156,72;17925,68;19274,84;23410,06;17212,99;10915,65;14933,06;13205,68;10438,00;11055,25;16128,15;11914,49;22205,85;21355,18;19439,98;21543,02;15599,52;13134,88;25101,48;12837,83;14723,09;13936,15;10072,45;12300,92;15589,23;13074,90;11571,10;15805,55;17344,19;17204,41;14806,28;16046,51;5918,81;12133,19;7125,64;16049,25;16806,02;17662,50;20137,07;16669,44;17176,26;12055,35;4727,04;12144,58;10811,05;7583,11;5264,28;17557,80;9242,53;10237,60;13211,48;4007,03;14494,82;9451,59;7717,00;6443,18;7426,16;5380,29;6317,32;5285,15;9441,66;1735,01;5847,57;4393,42;12795,14;10698,51;9249,91;12329,26;9827,69;10639,92;7485,84;12702,08;12647,51;8891,04;10107,75;7895,45;7207,35;7261,94;9356,84;6422,56;5532,82;10414,18;3170,28;8796,19;5935,54;11195,01;9898,03;6598,46;12829,65;15046,01;11254,64;9761,06;3495,86;3595,30;3483,67;5524,44;8691,19;5771,50;4944,19;7237,28;12741,17;4370,72;4023,82;2473,34;1844,98;2841,34;1136,82;9248,03;1579,08;7062,08;6260,56;14120,39;13409,67;5852,13;8534,76;3191,17;3560,90;3607,01;4198,65;5974,77;5622,09;10459,89;14933,04;6839,17;6267,55;6865,51;10277,14;6794,73;4658,04;14385,93;6589,48;7605,78;11106,31;9749,91;26900,73;33301,61;23851,25;15176,55;13674,88;16356,08;16064,55;7855,20;9112,08;10107,44;11520,42;18008,55;6166,84;6934,03;11172,12;7315,38;9423,55;7236,79;9757,42;10942,70;5749,96;6596,25;7764,21;8296,64;1696357,34
"230565 Ipaporanga";-;-;-;-;-;-;-;-;-;-;-;4422,72;9167,35;9002,37;14304,16;21403,56;17872,88;13343,27;14408,89;2938,64;9759,14;6247,27;6795,46;3651,07;4014,99;6255,90;4621,99;9974,34;6976,57;6355,12;5877,91;10808,86;5943,42;5934,73;6467,28;7115,31;6032,10;6642,92;3703,45;24066,91;16597,00;25427,16;17607,86;2197,79;408,57;7093,25;19448,74;16451,19;14620,69;9764,74;17062,35;10721,66;7006,70;10484,73;5017,38;3097,20;6804,51;1041,82;6405,00;218,68;2998,44;606,42;5007,64;4864,06;8403,63;8278,35;3459,28;1089,36;2427,04;1652,02;776,02;633,52;15021,30;3607,34;10957,61;-;12560,36;4375,85;6115,58;7255,49;7677,14;5587,23;5193,44;2057,47;3630,63;4219,91;4140,01;865,91;5886,14;3457,78;324,90;1933,32;3203,32;3760,00;926,42;649,80;1513,72;3750,07;2895,12;3539,91;7018,87;5985,44;9515,66;7306,46;5546,78;3654,87;347,15;189,67;2659,87;4318,23;8215,86;8103,31;6146,56;6690,37;6841,14;10197,83;4563,14;2787,70;7462,52;4050,25;5133,41;5552,30;9347,71;13324,04;7798,83;7833,64;6031,12;6624,19;4383,07;5188,67;2932,82;4141,24;4901,53;8035,40;20122,94;27926,97;9777,15;11508,34;15992,03;16906,61;13459,19;6800,47;7772,10;585,24;27942,04;19354,25;25594,92;24604,45;17682,16;17748,29;17770,81;12556,70;11551,40;15415,21;11390,68;10424,80;12535,56;13843,26;12154,85;8259,19;6784,39;4804,59;6051,33;4561,55;5896,68;6550,27;7726,51;6395,63;9191,84;-;-;1267359,20
"230570 Ipaumirim";-;-;-;-;-;-;-;-;428,87;-;-;1918,29;5167,59;10084,60;7323,49;19003,62;16633,93;20888,23;12322,90;13262,89;16450,91;3238,74;4236,98;3660,31;14782,97;10058,00;27159,09;27749,94;32848,46;23041,33;18730,33;9560,62;10328,81;20314,69;16300,90;9805,73;6242,62;12765,57;21017,20;17941,61;27420,24;13812,81;12831,22;19059,83;26975,95;17584,04;10087,40;14371,38;16563,03;22051,28;20880,49;11938,57;11568,72;13331,89;13457,64;14074,45;10880,10;11095,14;11026,06;7521,04;9943,34;13832,44;11669,62;10575,87;17816,51;8914,79;7983,41;4803,32;1675,80;792,30;-;-;10329,67;10059,45;21242,90;23202,08;17913,41;21118,38;6087,90;14795,35;16369,60;9391,71;1679,10;839,47;7171,85;8053,11;7629,98;5581,51;5209,47;7125,13;8144,88;12296,10;19542,25;17191,18;6466,04;5273,81;10557,48;-;9299,29;12990,15;13558,16;3564,51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2173,68;1419,93;4163,54;4516,65;1514,56;1549,51;3307,44;1347,32;286,89;2331,50;904,41;606,47;3592,56;598,42;3126,12;9093,09;4221,06;10779,60;5485,74;6136,88;2872,93;6928,03;6693,43;4136,99;5820,19;6388,84;5352,49;11889,39;-;-;-;-;-;-;1958,43;1489,03;1627,41;529,29;1291,17;1306,37;875,04;1653,71;4496,34;5880,30;3283,65;2705,29;1354,20;940,27;5171,87;5266,23;11336,77;1288894,85
"230580 Ipu";-;-;-;-;-;-;-;-;571,14;6975,34;2677,80;17357,34;91105,80;81866,49;101567,20;99718,41;93455,56;91973,36;104049,60;99064,09;100068,71;79840,13;72316,92;83175,46;86090,28;78448,21;100111,50;103829,08;123685,50;114699,41;110804,50;102851,55;105069,52;98942,53;99821,21;95991,44;92235,44;79167,09;100035,11;121150,75;143350,77;141718,56;120651,36;93789,64;120459,43;108401,32;92345,98;71193,99;64808,20;93794,66;45856,73;67774,50;68052,81;69946,67;77706,83;88234,12;75215,35;93873,62;82082,15;61941,70;60161,59;72687,56;72936,43;69333,98;65481,60;57068,55;66365,52;62437,38;48694,89;36625,92;43489,94;9975,48;37400,26;43858,22;39800,69;9630,80;68832,75;55766,53;73372,16;60722,62;63909,62;57320,44;46871,33;31178,31;37074,45;36233,32;38328,74;50401,74;58232,68;54160,92;63874,46;62167,78;45560,43;80822,53;69216,46;55222,70;51865,81;67634,98;84972,58;40923,10;51032,47;39643,25;37600,78;38406,67;45221,26;36295,79;42980,59;31893,26;36589,72;43837,35;56728,56;73479,25;75642,32;50487,66;47170,04;43058,11;42228,57;42282,03;40565,82;25689,47;39826,22;41687,08;69668,50;60923,14;65956,01;57885,22;50675,75;51971,55;49202,34;44788,50;52866,11;46550,75;59002,80;49780,35;77881,30;99783,79;112275,79;71576,69;75183,63;89263,74;82931,76;111637,10;97051,51;79002,36;92095,27;83928,71;96558,67;115671,03;135395,21;121521,79;113867,99;96505,87;112376,34;106339,01;103340,29;78061,75;73935,67;72951,96;88431,02;41847,37;38931,14;38896,49;45598,70;88234,70;78001,29;92462,41;78916,08;63333,67;43460,85;8797,79;-;11318196,14
"230590 Ipueiras";-;-;-;-;-;-;-;-;-;-;2876,76;10865,92;51813,56;26319,46;27612,94;51571,36;18615,83;58657,07;66186,68;55122,17;60893,52;46918,18;34901,31;34838,40;21853,66;33481,02;48855,40;52799,53;39672,41;31397,36;53530,73;44434,74;43751,55;44251,73;35598,72;38694,88;46382,83;35418,89;41833,98;40969,52;27836,98;19565,79;43126,48;41146,78;46121,11;42134,39;35471,63;12025,35;42858,81;40564,00;54676,15;38464,54;32551,40;47794,23;27045,91;34692,56;60454,19;56529,00;59339,03;46123,64;30541,71;24031,07;39685,60;54121,39;64428,40;42917,39;47389,78;52991,03;57426,66;28466,91;37276,15;24694,00;32608,79;24988,56;64954,31;78705,84;62099,88;52799,98;47669,60;36949,19;45922,09;32001,27;27146,64;21703,27;42627,72;45121,43;38010,75;56514,00;40028,95;46346,07;29516,88;23078,68;28355,27;24995,91;17645,36;10882,27;18438,86;27016,50;17871,83;-;-;29477,45;27644,47;8780,51;31254,41;16254,82;14713,75;13563,18;23980,81;27408,98;38653,24;26810,01;24405,01;23723,09;19640,27;17041,52;16097,09;18564,17;18757,97;8015,25;39919,46;40110,31;65124,52;45023,18;42166,48;31960,36;37705,62;44755,10;48810,61;51864,41;35637,72;34366,39;37596,97;43065,13;41984,62;54382,08;52848,75;38471,29;17924,07;34956,12;36617,90;27540,82;26023,51;12141,25;25403,09;26936,30;28993,06;23739,41;18164,25;19427,51;13282,69;10610,09;20185,79;26133,56;36758,23;29249,94;29118,21;11097,01;40737,17;12836,21;17959,47;21859,22;21651,67;23126,03;41908,29;28625,52;26092,57;8903,85;1321,82;-;-;5416515,70
"230600 Iracema";-;-;-;-;-;-;-;1820,19;3334,55;1958,73;5190,28;4073,31;15402,00;9088,03;17191,02;17717,99;11569,07;10727,24;4713,88;12240,97;10933,81;8674,98;8760,92;9427,32;13900,36;9979,22;16195,27;13041,56;13994,22;15307,03;15487,46;15429,67;15459,73;15277,58;12085,64;12006,98;18705,93;12006,55;16051,93;12298,20;16652,13;17461,33;13787,43;10577,17;10974,29;8811,74;13375,26;7156,20;11401,45;17497,08;21196,42;25183,88;19143,12;11184,98;14864,10;14736,63;12606,50;7013,15;8639,64;11250,87;11160,83;8612,87;12815,91;9974,35;14460,27;10466,75;15858,57;11952,89;10998,06;9804,55;8162,84;8606,56;13771,17;9918,94;13476,22;17677,22;15605,91;21631,03;13791,89;14582,72;9957,85;11580,24;7660,30;7024,33;11067,08;8838,33;9220,31;10994,04;7480,59;8717,13;4224,61;4029,34;9783,87;3552,64;6675,99;6510,08;9049,87;4337,46;11324,82;24988,89;30952,65;16489,44;16061,52;11601,70;7255,01;9813,33;6187,44;4736,15;3555,84;9761,93;6222,34;11530,35;12826,29;15861,54;9788,53;9270,90;6315,68;5530,42;4062,38;6491,94;4822,85;7049,40;14031,23;10484,72;7125,75;5010,54;6139,81;6326,02;6804,76;9135,27;4577,06;6221,30;9943,52;9865,79;10829,94;9777,26;14625,70;10340,15;6775,64;4362,43;10554,03;8718,93;7790,65;6798,63;11344,30;9477,16;9836,08;12325,49;18178,78;16820,92;13884,74;17210,08;13269,38;14820,02;14961,80;10773,42;17619,84;11487,07;8554,56;9152,59;2298,98;6747,96;7721,66;23884,68;48792,78;18486,35;16160,10;14320,86;13367,21;13470,65;7468,10;1868774,63
